"","SITE_ID","VISIT_ID","DATE_COL","NTL_PPM","PTL_PPB","VISIT_NO","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","ECO_REG","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PTL_COND","NTL_COND","CHLA_COND","tn.tp","TN_mol","TP_mol"
"55","NLA06608-0042",7523,"7/6/2007",0.147,5,2,"PROB_Lake",-107.0403753,44.45823517,"Region_8",9.832508096,"NO","WMT","MAN-MADE",77.7184868,2626,10090206,"NLA_WY-10002","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",65.0123939988006,1.04947526236882e-05,1.61426952280542e-07
"56","NLA06608-0043",7524,"7/31/2007",0.645,9,1,"PROB_Lake",-85.44424168,41.553395,"Region_5",10.83110054,"YES","UMW","NATURAL",24.24719175,273.03,4050001,"NLA_IN-10002","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",158.476924146736,4.6048404369244e-05,2.90568514104975e-07
"57","NLA06608-0043",7525,"8/15/2007",0.714,11,2,"PROB_Lake",-85.44424168,41.553395,"Region_5",10.83110054,"YES","UMW","NATURAL",24.24719175,273.03,4050001,"NLA_IN-10002","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",143.533856880469,5.09745127436282e-05,3.55139295017192e-07
"58","NLA06608-0044",7526,"7/18/2007",4.108,601,1,"PROB_Lake",-101.7024805,42.4048448,"Region_7",4.160811284,"NO","SPL","NATURAL",219.8023543,1097.9,10150004,"NLA_NE-10011","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",15.1148830490607,0.00029328193046334,1.94035196641211e-05
"59","NLA06608-0044",7527,"7/30/2007",6.9785,538.5,2,"PROB_Lake",-101.7024805,42.4048448,"Region_7",4.160811284,"NO","SPL","NATURAL",219.8023543,1097.9,10150004,"NLA_NE-10011","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",28.6566357493813,0.000498215178125223,1.73856827606143e-05
"60","NLA06608-0045",7528,"6/26/2007",0.648,54,1,"PROB_Lake",-77.88986113,37.29320486,"Region_3",18.68349386,"NO","SAP","MAN-MADE",28.83819816,65.73,2080207,"NLA_VA-10011","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",26.5356710199186,4.62625829942172e-05,1.74341108462985e-06
"61","NLA06608-0045",7529,"8/2/2007",0.459,59.5,2,"PROB_Lake",-77.88986113,37.29320486,"Region_3",18.68349386,"NO","SAP","MAN-MADE",28.83819816,65.73,2080207,"NLA_VA-10011","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",17.058645655662,3.27693296209038e-05,1.92098073213845e-06
"62","NLA06608-0048",7530,"8/2/2007",0.773,111,1,"PROB_Lake",-89.17572548,36.7872968,"Region_7",200.6912525,"NO","CPL","NATURAL",5.61794831,92.55,8020201,"NLA_MO-10007","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",15.3994547285263,5.51866923681017e-05,3.58367834062802e-06
"63","NLA06608-0048",7531,"9/18/2007",0.9735,83,2,"PROB_Lake",-89.17572548,36.7872968,"Region_7",200.6912525,"NO","CPL","NATURAL",5.61794831,92.55,8020201,"NLA_MO-10007","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",25.9362206203723,6.95009638038124e-05,2.67968740785699e-06
"64","NLA06608-0049",7532,"8/15/2007",0.256,15,1,"PROB_Lake",-117.1533553,45.06232667,"Region_10",16.39814678,"NO","WMT","MAN-MADE",12.89054746,2107.88,17050201,"NLA_OR-10007","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",37.7396210061065,1.82765759977154e-05,4.84280856841625e-07
"65","NLA06608-0050",7533,"7/2/2007",0.303,16,1,"PROB_Lake",-71.80868659,43.44601793,"Region_1",83.28595282,"NO","NAP","NATURAL",11.97907093,196.17,1070003,"NLA_NH-10004","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",41.8766058283091,2.1632041122296e-05,5.16566247297733e-07
"66","NLA06608-0050",7534,"8/30/2007",0.38,17.5,2,"PROB_Lake",-71.80868659,43.44601793,"Region_1",83.28595282,"NO","NAP","NATURAL",11.97907093,196.17,1070003,"NLA_NH-10004","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",48.0169285122337,2.71292924966088e-05,5.64994332981896e-07
"67","NLA06608-0053",7535,"8/23/2007",0.246,29,1,"PROB_Lake",-73.43960723,43.55819295,"Region_2",8.418311244,"YES","NAP","NATURAL",470.73915,28.85,2010001,"NLA_NY-10003","3: EUTROPHIC (>25-50 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",18.7579743416666,1.75626472478047e-05,9.36276323227142e-07
"68","NLA06608-0053",7536,"9/27/2007",0.275,19,2,"PROB_Lake",-73.43960723,43.55819295,"Region_2",8.418311244,"YES","NAP","NATURAL",470.73915,28.85,2010001,"NLA_NY-10003","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",32.0057435547264,1.96330406225459e-05,6.13422418666058e-07
"69","NLA06608-0057",7538,"6/16/2007",1.756,218,1,"PROB_Lake",-80.51686138,34.96189211,"Region_4",11.56487147,"YES","SAP","MAN-MADE",53.02839363,149.57,3040105,"NLA_NC-10002","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",17.8121706081717,0.000125365888484329,7.03821511943162e-06
"70","NLA06608-0057",7539,"7/14/2007",1.079,200,2,"PROB_Lake",-80.51686138,34.96189211,"Region_4",11.56487147,"YES","SAP","MAN-MADE",53.02839363,149.57,3040105,"NLA_NC-10002","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",11.9299954293717,7.70329121153709e-05,6.45707809122167e-06
"71","NLA06608-0061",7541,"6/12/2007",0.488,19.5,1,"PROB_Lake",-113.5793644,34.24558153,"Region_9",1.201463105,"NO","XER","MAN-MADE",572.3287327,335,15030204,"NLA_AZ-10001","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",55.3393481099157,3.4839722995645e-05,6.29565113894112e-07
"72","NLA06608-0061",7542,"8/22/2007",0.562,16,2,"PROB_Lake",-113.5793644,34.24558153,"Region_9",1.201463105,"NO","XER","MAN-MADE",572.3287327,335,15030204,"NLA_AZ-10001","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",77.6721203812201,4.01227957449847e-05,5.16566247297733e-07
"73","NLA06608-0062",7543,"8/9/2007",2.834,152,1,"PROB_Lake",-99.74629427,47.32067994,"Region_8",19.94722145,"NO","NPL","NATURAL",54.29856165,562.29,10130103,"NLA_ND-10003","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","2: MESOTROPHIC (>2-7 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","1:LEAST DISTURBED",41.2292169245885,0.000202327407724709,4.90737934932847e-06
"74","NLA06608-0062",7544,"8/27/2007",2.972,130.5,2,"PROB_Lake",-99.74629427,47.32067994,"Region_8",19.94722145,"NO","NPL","NATURAL",54.29856165,562.29,10130103,"NLA_ND-10003","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE",50.3601623698583,0.000212179624473478,4.21324345452214e-06
"75","NLA06608-0064",7545,"6/18/2007",3.366,2047,1,"PROB_Lake",-112.1680165,48.8940613,"Region_8",5.441933591,"NO","NPL","NATURAL",25.20779145,1208,10050002,"NLA_MT-10004","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",3.63617768494732,0.000240308417219961,6.60881942636537e-05
"76","NLA06608-0064",7546,"8/26/2007",3.869,1345,2,"PROB_Lake",-112.1680165,48.8940613,"Region_8",5.441933591,"NO","NPL","NATURAL",25.20779145,1208,10050002,"NLA_MT-10004","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",6.36099821413043,0.000276219033340473,4.34238501634657e-05
"77","NLA06608-0065",7547,"7/17/2007",0.0705,1,1,"PROB_Lake",-115.116608,48.96243381,"Region_8",7.59453197,"NO","WMT","NATURAL",89.52258877,766.43,17010101,"NLA_MT-10005","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",155.897067242022,5.03319768687085e-06,3.22853904561083e-08
"78","NLA06608-0065",7548,"9/12/2007",0.068,4,2,"PROB_Lake",-115.116608,48.96243381,"Region_8",7.59453197,"NO","WMT","NATURAL",89.52258877,766.43,17010101,"NLA_MT-10005","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",37.5922006115514,4.85471549939316e-06,1.29141561824433e-07
"79","NLA06608-0066",7549,"6/12/2007",0.665,7,1,"PROB_Lake",-79.38081778,39.76851425,"Region_3",8.935850053,"NO","SAP","MAN-MADE",1094.588775,439.26,5020006,"NLA_PA-10002","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",210.074062241022,4.74762618690655e-05,2.25997733192758e-07
"80","NLA06608-0066",7550,"9/18/2007",0.6,6,2,"PROB_Lake",-79.38081778,39.76851425,"Region_3",8.935850053,"NO","SAP","MAN-MADE",1094.588775,439.26,5020006,"NLA_PA-10002","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",221.130591832655,4.28357249946455e-05,1.9371234273665e-07
"81","NLA06608-0068",7552,"7/9/2007",0.168,1,1,"PROB_Lake",-107.8853911,37.82447614,"Region_8",9.171940265,"NO","WMT","MAN-MADE",50.09896936,2959.6,14030003,"NLA_CO-10003","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",371.499394278861,1.19940029985008e-05,3.22853904561083e-08
"82","NLA06608-0068",7553,"9/12/2007",0.129,0.5,2,"PROB_Lake",-107.8853911,37.82447614,"Region_8",9.171940265,"NO","WMT","MAN-MADE",50.09896936,2959.6,14030003,"NLA_CO-10003","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",570.51692692825,9.20968087384879e-06,1.61426952280542e-08
"83","NLA06608-0069",7554,"7/18/2007",0.42,39,1,"PROB_Lake",-81.13759704,28.63735951,"Region_4",2.082890779,"YES","CPL","NATURAL",24.47044676,11.26,3080101,"NLA_FL-10006","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",23.8140637358244,2.99850074962519e-05,1.25913022778822e-06
"84","NLA06608-0069",7555,"9/26/2007",0.7625,46.5,2,"PROB_Lake",-81.13759704,28.63735951,"Region_4",2.082890779,"YES","CPL","NATURAL",24.47044676,11.26,3080101,"NLA_FL-10006","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","2: MESOTROPHIC (>2-7 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",36.2606615639569,5.44370671806954e-05,1.50127065620904e-06
"85","NLA06608-0071",7556,"9/6/2007",2.405,407,1,"PROB_Lake",-91.50916933,31.66683993,"Region_6",1.855043389,"YES","CPL","NATURAL",460.2095294,15.17,8060100,"NLA_LA-10002","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",13.0668076992023,0.000171699864353538,1.31401539156361e-05
"86","NLA06608-0071",7557,"9/8/2007",2.268,390,2,"PROB_Lake",-91.50916933,31.66683993,"Region_6",1.855043389,"YES","CPL","NATURAL",460.2095294,15.17,8060100,"NLA_LA-10002","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",12.8595944173452,0.00016191904047976,1.25913022778822e-05
"87","NLA06608-0072",7558,"7/26/2007",1.724,174,1,"PROB_Lake",-98.40515204,32.23766222,"Region_6",210.5049403,"NO","SPL","MAN-MADE",9.127076417,429.56,12070201,"NLA_TX-10013","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","1:LEAST DISTURBED",21.9097207080171,0.000123081316484615,5.61765793936285e-06
"88","NLA06608-0072",7559,"8/15/2007",2.265,176,2,"PROB_Lake",-98.40515204,32.23766222,"Region_6",210.5049403,"NO","SPL","MAN-MADE",9.127076417,429.56,12070201,"NLA_TX-10013","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","3:MOST DISTURBED",28.457999460282,0.000161704861854787,5.68222872027507e-06
"89","NLA06608-0073",7560,"6/12/2007",1.055,4679,1,"PROB_Lake",-118.878391,39.52477029,"Region_9",1.036696107,"YES","XER","MAN-MADE",152.2446927,1216.87,16050203,"NLA_NV-10005","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","1: OLIGOTROPHIC (<= 2 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",0.498595371625243,7.53194831155851e-05,0.000151063341944131
"90","NLA06608-0073",7561,"7/18/2007",1.75,4865,2,"PROB_Lake",-118.878391,39.52477029,"Region_9",1.036696107,"YES","XER","MAN-MADE",152.2446927,1216.87,16050203,"NLA_NV-10005","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","2: MESOTROPHIC (>2-7 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",0.795433783570702,0.000124937531234383,0.000157068424568967
"91","NLA06608-0076",7562,"7/27/2007",0.436,24,1,"PROB_Lake",-94.49793062,39.41441295,"Region_7",5.825117208,"YES","TPL","MAN-MADE",3008.068118,264.36,10240012,"NLA_MO-10008","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",40.1720575162657,3.11272934961091e-05,7.748493709466e-07
"92","NLA06608-0076",7563,"9/4/2007",0.7175,33,2,"PROB_Lake",-94.49793062,39.41441295,"Region_7",5.825117208,"YES","TPL","MAN-MADE",3008.068118,264.36,10240012,"NLA_MO-10008","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",48.0791514060394,5.1224387806097e-05,1.06541788505157e-06
"93","NLA06608-0077",7564,"9/8/2007",1.461,116,1,"PROB_Lake",-74.53388264,40.92704692,"Region_2",47.79674006,"YES","NAP","MAN-MADE",65.32834218,238.18,2030103,"NLA_NJ-10002","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",27.8510167816818,0.000104304990361962,3.74510529290857e-06
"94","NLA06608-0077",7565,"9/13/2007",1.75,169.5,2,"PROB_Lake",-74.53388264,40.92704692,"Region_2",47.79674006,"YES","NAP","MAN-MADE",65.32834218,238.18,2030103,"NLA_NJ-10002","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",22.8305920771178,0.000124937531234383,5.47237368231036e-06
"95","NLA06608-0078",7566,"8/8/2007",4.644,123.5,1,"PROB_Lake",-100.2942095,48.17781123,"Region_8",324.9301387,"NO","TPL","NATURAL",15.07116765,456.67,9020202,"NLA_ND-10005","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","1:LEAST DISTURBED",83.1522646535101,0.000331548511458556,3.98724572132938e-06
"96","NLA06608-0078",7567,"8/21/2007",4.294,108,2,"PROB_Lake",-100.2942095,48.17781123,"Region_8",324.9301387,"NO","TPL","NATURAL",15.07116765,456.67,9020202,"NLA_ND-10005","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",87.9198853082797,0.00030656100521168,3.4868221692597e-06
"97","NLA06608-0079",7568,"7/12/2007",0.097,4,1,"PROB_Lake",-107.2317809,39.98585506,"Region_8",10.0994059,"NO","WMT","NATURAL",130.9081557,2934,14050005,"NLA_CO-10004","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",53.6241685194189,6.92510887413436e-06,1.29141561824433e-07
"98","NLA06608-0079",7569,"8/16/2007",0.117,6.5,2,"PROB_Lake",-107.2317809,39.98585506,"Region_8",10.0994059,"NO","WMT","NATURAL",130.9081557,2934,14050005,"NLA_CO-10004","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",39.8035065298779,8.35296637395588e-06,2.09855037964704e-07
"99","NLA06608-0080",7570,"9/9/2007",0.956,100,1,"PROB_Lake",-91.56105203,34.1200351,"Region_6",31.37309035,"NO","CPL","NATURAL",79.79770424,51.5,8020402,"NLA_AR-10001","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",21.1400845792018,6.82515884914685e-05,3.22853904561083e-06
"100","NLA06608-0080",7571,"9/10/2007",1.055,114.5,2,"PROB_Lake",-91.56105203,34.1200351,"Region_6",31.37309035,"NO","CPL","NATURAL",79.79770424,51.5,8020402,"NLA_AR-10001","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",20.3749147933145,7.53194831155851e-05,3.6966772072244e-06
"101","NLA06608-0081",7572,"7/3/2007",0.741,22,1,"PROB_Lake",-122.1241675,48.22612028,"Region_10",32.54937288,"YES","WMT","NATURAL",10.0070393,42.78,17110008,"NLA_WA-10006","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",74.4808038854534,5.29021203683872e-05,7.10278590034383e-07
"102","NLA06608-0081",7573,"9/19/2007",0.865,27,2,"PROB_Lake",-122.1241675,48.22612028,"Region_10",32.54937288,"YES","WMT","NATURAL",10.0070393,42.78,17110008,"NLA_WA-10006","2: MESOTROPHIC (>10-25 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",70.8436896056469,6.17548368672806e-05,8.71705542314925e-07
"103","NLA06608-0083",7574,"6/13/2007",3.925,50,1,"PROB_Lake",-99.13645049,45.95096444,"Region_8",54.02043965,"NO","NPL","NATURAL",48.33310631,590.81,10130106,"NLA_ND-10006","3: EUTROPHIC (>25-50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",173.587514588634,0.000280217034339973,1.61426952280542e-06
"104","NLA06608-0083",7575,"8/9/2007",3.875,59,2,"PROB_Lake",-99.13645049,45.95096444,"Region_8",54.02043965,"NO","NPL","NATURAL",48.33310631,590.81,10130106,"NLA_ND-10006","3: EUTROPHIC (>25-50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",145.234075144329,0.000276647390590419,1.90483803691039e-06
"105","NLA06608-0085",7576,"7/10/2007",1.581,417,1,"PROB_Lake",-116.1414317,43.46045448,"Region_10",9.206236461,"YES","XER","MAN-MADE",33.42344767,973.07,17050114,"NLA_ID-10005","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","2: MESOTROPHIC (>2-7 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",8.3838720788352,0.000112872135360891,1.34630078201972e-05
"106","NLA06608-0085",7577,"8/20/2007",1.267,410,2,"PROB_Lake",-116.1414317,43.46045448,"Region_10",9.206236461,"YES","XER","MAN-MADE",33.42344767,973.07,17050114,"NLA_ID-10005","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",6.83347463053595,9.04547726136931e-05,1.32370100870044e-05
"107","NLA06608-0086",7578,"8/2/2007",0.288,20,1,"PROB_Lake",-122.4260347,45.61657075,"Region_10",8.741017273,"YES","WMT","NATURAL",101.3087296,55.6,17080001,"NLA_WA-10007","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",31.8428052239023,2.05611479974299e-05,6.45707809122167e-07
"108","NLA06608-0086",7579,"9/20/2007",0.827,31.5,2,"PROB_Lake",-122.4260347,45.61657075,"Region_10",8.741017273,"YES","WMT","NATURAL",101.3087296,55.6,17080001,"NLA_WA-10007","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",58.0555553795574,5.90419076176198e-05,1.01698979936741e-06
