"","X","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","DOC_PPM","NO3N_PPM","CHLA_PPB","NTL_PPM","NH4N_PPM","PTL_PPB","DIN_PPM","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PCT_DEVELOPED_BSN","PCT_AGRIC_BSN","PTL_COND","NTL_COND","CHLA_COND","REFERENCE"
"46",46,2010222,"NLA17_KS-10006",1,"2017-06-11",5.5,0.1394,19.71,1.051,0.123,118.22875,0.2624,"PROB","TPL","Temperate Plains",-95.73628,38.46564,"Region_07",81.17290906,"Non-Urban","MAN_MADE",12.19011,325,10290101,"NLA_KS-10056",19.6575073335479,0.0000750339116156208,0.00000878132362390233,0.00000995216677375598,0.00000381706135688762,0.000457951706910908,0.0000187334903976583,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",11.268842383,35.53344065,"Poor","Fair","Fair",NA
"47",47,2010223,"NLA17_IL-10013",1,"2017-06-12",4.46,0,20.16,0.771,0.008,50.1725,0.008,"PROB","TPL","Temperate Plains",-88.37851,40.20011,"Region_05",25.33430259,"Urban","MAN_MADE",11.48355,216,7130012,"NLA_IL-10057",33.9811024571184,0.0000550439066181195,0.000000571142999928607,0,0.0000016198387526591,0.000371357202331391,0.000000571142999928607,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",86.83570685,7.954150747,"Fair","Good","Poor",NA
"48",48,2010224,"NLA17_ND-10023",1,"2017-06-12",18.85,0,40.57,2.658,0.018,105.3675,0.018,"PROB","NPL","Northern Plains",-99.80461,47.26394,"Region_08",24.88253601,"Non-Urban","NATURAL",20.92953,562,10130103,"NLA_ND-10144",55.7823914481408,0.00018976226172628,0.00000128507174983937,0,0.00000340183087888399,0.00156952539550375,0.00000128507174983937,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",4.203093477,17.888365842,"Poor","Poor","Poor",NA
"49",49,2010225,"NLA17_TX-10049",1,"2017-06-12",4.7,0.0013,3.69,0.495,0.01,14.4525,0.0113,"HAND","SPL","Southern Plains",-97.61238,32.66237,"Region_06",0,"Non-Urban","MAN_MADE",43.19589,250,12030102,"NLA_TX-10108",75.7375145872093,0.0000353394731205826,0.000000713928749910759,0.0000000928107374883987,0.000000466604605566906,0.000391340549542048,0.000000806739487399158,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",4.316546762,7.560380267,"Good","Good","Good","Y"
"50",50,2010226,"NLA17_OK-HP002",1,"2017-06-11",6.8,0.0006,13.52,0.628,0.013,26.42125,0.0136,"HAND","SPL","Southern Plains",-96.1911658,36.5147867,"Region_06",0,"Non-Urban","MAN_MADE",449.4697,223.74,11070107,"NLA_OK-10093",52.5599703537521,0.0000448347254943957,0.000000928107374883987,0.0000000428357249946455,0.000000853020372588452,0.000566194837635304,0.000000970943099878632,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",5.847001378,6.899254767,"Good","Good","Poor",NA
"51",51,2010227,"NLA17_ND-10024",1,"2017-06-12",15.12,0.0776,14.24,2.179,0.021,98.95375,0.0986,"PROB","NPL","Northern Plains",-99.23174,47.13186,"Region_08",24.88253601,"Non-Urban","NATURAL",22.12183,569,10160002,"NLA_ND-10145",48.6938149997706,0.000155565074605554,0.00000149925037481259,0.00000554008709930749,0.00000319476045584613,0.00125895087427144,0.00000703933747412008,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",5.194214877,22.165289254,"Poor","Poor","Fair",NA
"52",52,2010228,"NLA17_CA-10003",1,"2017-06-12",3.31,0,13.3,0.701,0.009,886.198,0.009,"PROB","XER","Xeric",-121.5354,38.50847,"Region_09",82.71684495,"Urban","MAN_MADE",21.36925,2,18020163,"NLA_CA-10025",1.74918635423112,0.0000500464053687442,0.000000642535874919683,0,0.0000286112484514223,0.000275603663613655,0.000000642535874919683,"HYPEREUTROPHIC (> 100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",72.714486633,0,"Poor","Fair","Poor",NA
"53",53,2010229,"NLA17_KS-10003",1,"2017-06-12",3.56,0.0021,8.46,0.496,0.046,27.16125,0.0481,"PROB","TPL","Temperate Plains",-96.30956,38.12596,"Region_07",59.36052208,"Non-Urban","MAN_MADE",16.10221,389,11070101,"NLA_KS-10035",40.381342371576,0.0000354108659955736,0.00000328407224958949,0.000000149925037481259,0.000000876911561525972,0.000296419650291424,0.00000343399728707075,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",4.58967694,0.289639807,"Good","Good","Good",NA
"54",54,2010230,"NLA17_KY-10023",1,"2017-06-12",4.53,0,4.2,0.405,0.009,11.0875,0.009,"PROB","TPL","Temperate Plains",-87.52033,37.40457,"Region_04",24.39782059,"Urban","MAN_MADE",11.48322,143,5110003,"NLA_KY-10056",80.7737449309811,0.0000289141143713857,0.000000642535874919683,0,0.000000357964266682101,0.000377185678601166,0.000000642535874919683,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",1.348314607,0.112359551,"Good","Good","Good",NA
"55",55,2010231,"NLA17_AR-10002",1,"2017-06-12",2.97,0,6.67,0.303,0.006,13.915,0.006,"PROB","SAP","Southern Appalachians",-93.07012,34.41755,"Region_06",6.699071222,"Urban","MAN_MADE",2428.921,121,9030006,"NLA_AR-10014",48.1513254224179,0.000021632041122296,0.000000428357249946455,0,0.000000449251208196747,0.00024729392173189,0.000000428357249946455,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",5.553567279,10.034611902,"Good","Fair","Fair",NA
"56",56,2010232,"NLA17_FL-10001",1,"2017-06-13",11.28,0,48,1.346,0.012,103.0575,0.012,"PROB","CPL","Coastal Plains",-80.83291,26.94453,"Region_04",51.42246091,"Urban","NATURAL",167489.6,2,3090201,"NLA_FL-10074",28.8811368999591,0.0000960948097379882,0.000000856714499892911,0,0.00000332725162693038,0.000939217318900916,0.000000856714499892911,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",10.617417068,32.39757955,"Poor","Poor","Poor",NA
"57",57,2010233,"NLA17_KS-10011",1,"2017-06-13",6.17,0,21.76,1.161,0.01,49.4225,0.01,"PROB","SPL","Southern Plains",-98.20245,38.2035,"Region_07",722.9421449,"Urban","MAN_MADE",3.393117,495,11030011,"NLA_KS-10077",51.9465055627928,0.0000828871278646391,0.000000713928749910759,0,0.00000159562470981701,0.000513738551207327,0.000000713928749910759,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",89.035087717,0,"Poor","Poor","Poor",NA
"58",58,2010234,"NLA17_CT-10005",1,"2017-06-13",3.18,0,2,0.373,0.01,15.0475,0.01,"PROB","NAP","Northern Appalachians",-72.10979,41.84052,"Region_01",156.7566092,"Urban","MAN_MADE",33.91858,156,1100002,"NLA_CT-10041",54.8142287779235,0.0000266295423716713,0.000000713928749910759,0,0.00000048581441288829,0.000264779350541216,0.000000713928749910759,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",2.118413905,6.789788159,"Good","Good","Good",NA
"59",59,2010235,"NLA17_NC-10009",1,"2017-06-13",5.41,0,107,2.42,0.016,246.19375,0.016,"PROB","CPL","Coastal Plains",-78.03021,35.85621,"Region_04",35.92473731,"Non-Urban","MAN_MADE",5.004563,50,3020101,"NLA_NC-10059",21.7363776389541,0.000172770757478404,0.00000114228599985721,0,0.00000794846134660352,0.000450457951706911,0.00000114228599985721,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0.722891566,88.91566265,"Poor","Poor","Poor",NA
"60",60,2010236,"NLA17_KY-10017",1,"2017-06-13",5.38,0,15.12,0.6,0.012,28.745,0.012,"PROB","TPL","Temperate Plains",-87.78581,37.40584,"Region_04",498.3792605,"Urban","MAN_MADE",1.041854,123,12030103,"NLA_KY-10050",46.1570203860125,0.0000428357249946455,0.000000856714499892911,0,0.000000928043548660834,0.000447960033305579,0.000000856714499892911,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",3.488372093,0.581395349,"Good","Good","Fair","Y"
"61",61,2010237,"NLA17_MI-10099",1,"2017-06-12",5.24,0.0032,1.34,0.545,0.031,9.97875,0.0342,"PROB","UMW","Upper Midwest",-85.11923,44.72733,"Region_05",70.52759862,"Urban","NATURAL",2.602132,325,4060105,"NLA_MI-10191",120.772814780205,0.0000389091168701364,0.00000221317912472335,0.000000228457199971443,0.000000322167840013891,0.000436303080766028,0.0000024416363246948,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",17.448680353,0,"Good","Good","Good",NA
"62",62,2010238,"NLA17_TX-10013",1,"2017-06-13",10.28,0.0845,5.33,0.715,0.031,88.12,0.1155,"PROB","CPL","Coastal Plains",-94.0436,32.82988,"Region_06",125.1083547,"Urban","NATURAL",21.66034,51,11140306,"NLA_TX-10136",17.9423936859224,0.0000510459056186193,0.00000221317912472335,0.00000603269793674591,0.00000284498860699227,0.000855953372189842,0.00000824587706146927,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",5.454374735,8.023522387,"Poor","Fair","Good",NA
"63",63,2010239,"NLA17_UT-10006",1,"2017-06-13",7.24,0.0256,5.61,0.779,0.011,41.48125,0.0366,"PROB","XER","Xeric",-109.1379,40.87398,"Region_08",35.23686852,"Non-Urban","MAN_MADE",14.37454,1651,14040106,"NLA_UT-10057",41.5273722555705,0.0000556150496180481,0.000000785321624901835,0.00000182765759977154,0.00000133923835285744,0.000602830974188177,0.00000261297922467338,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",0,41.09589041,"Good","Fair","Good",NA
"64",64,2010240,"NLA17_NE-10037",1,"2017-06-14",19.96,0.0106,28.48,2.284,0.03,103.4325,0.0406,"PROB","SPL","Southern Plains",-98.56234,42.10978,"Region_07",6.825696614,"Non-Urban","NATURAL",73.73346,622,10220001,"NLA_NE-10127",48.8301328640209,0.000163061326479617,0.00000214178624973228,0.000000756764474905404,0.00000333935864835142,0.00166194837635304,0.00000289855072463768,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",1.981651376,0.660550459,"Good","Good","Good","Y"
"65",65,2010241,"NLA17_NE-HP005",1,"2017-06-14",19.44,0.0278,29.44,2.354,0.028,141.72375,0.0558,"HAND","SPL","Southern Plains",-100.68223,42.553,"Region_07",0,"Non-Urban","NATURAL",11.78301,895.51,10150004,"NLA_NE-10214",36.7293000061084,0.000168058827728993,0.00000199900049975012,0.00000198472192475191,0.00000457560660565388,0.00161865112406328,0.00000398372242450204,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",0,0,"Good","Good","Good","Y"
"66",66,2010242,"NLA17_OK-10011",1,"2017-06-13",5.92,0.1601,117.6,1.536,0.032,250.3025,0.1921,"PROB","SPL","Southern Plains",-99.07525,35.17875,"Region_06",19.61112779,"Non-Urban","MAN_MADE",141.5132,497,11120303,"NLA_OK-10053",13.5698440508967,0.000109659455986293,0.00000228457199971443,0.0000114299992860712,0.00000808111394464006,0.000492922564529559,0.0000137145712857857,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",8.427599449,66.89485328,"Poor","Poor","Poor",NA
"67",67,2010243,"NLA17_TX-HP002",1,"2017-06-13",4.1,0.0019,8.4,0.533,0.007,15.2925,0.0089,"HAND","SPL","Southern Plains",-98.408858,30.751822,"Region_06",0,"Urban","MAN_MADE",322.4871,270.56,12090201,"NLA_TX-10001",77.0721631170869,0.0000380524023702435,0.000000499750124937531,0.000000135646462483044,0.000000493724333550037,0.000341382181515404,0.000000635396587420575,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",4.656373261,13.985210433,"Good","Good","Good",NA
"68",68,2010244,"NLA17_KY-10004",1,"2017-06-14",5.19,0.0006,53.92,1.795,0.008,196.64375,0.0086,"PROB","CPL","Coastal Plains",-88.48954,36.8752,"Region_04",33.81490461,"Non-Urban","MAN_MADE",16.18263,119,5140203,"NLA_KY-10041",20.1852035642941,0.000128150210608981,0.000000571142999928607,0.0000000428357249946455,0.00000634872024950335,0.000432139883430475,0.000000613978724923253,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",4.715343142,37.38462945,"Poor","Poor","Poor",NA
"69",69,2010245,"NLA17_KS-10004",1,"2017-06-14",5.37,0,80.4,1.67,0.012,153.62625,0.012,"PROB","SPL","Southern Plains",-98.26099,37.65556,"Region_07",3.27553518,"Non-Urban","MAN_MADE",56.79395,479,11030015,"NLA_KS-10012",24.0380851814409,0.000119226101235097,0.000000856714499892911,0,0.00000495988346555771,0.000447127393838468,0.000000856714499892911,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",8.483563096,0.053022269,"Poor","Poor","Poor",NA
"70",70,2010246,"NLA17_MD-10003",1,"2017-06-12",3.53,1.0302,16.32,1.621,0.016,36.025,1.0462,"PROB","SAP","Southern Appalachians",-77.13091,39.12696,"Region_03",1.621349146,"Urban","MAN_MADE",77.27868,100,2070010,"NLA_MD-10020",99.5010935074903,0.000115727850360534,0.00000114228599985721,0.0000735489398158064,0.0000011630811911813,0.000293921731890092,0.0000746912258156636,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",49.441812339,20.59848609,"Poor","Poor","Poor",NA
"71",71,2010247,"NLA17_NC-10014",1,"2017-06-14",7.07,0.0028,38,0.541,0.009,43.5975,0.0118,"PROB","CPL","Coastal Plains",-77.10483,34.9329,"Region_04",40.31958609,"Non-Urban","NATURAL",382.9389,11,3020301,"NLA_NC-10024",27.4400252724276,0.0000386235453701721,0.000000642535874919683,0.000000199900049975012,0.00000140756231041018,0.000588676103247294,0.000000842435924894695,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0.618605758,0,"Fair","Good","Poor",NA
"72",72,2010248,"NLA17_ND-10029",1,"2017-06-14",29.84,0,13.93,3.493,0.364,562.808,0.364,"PROB","NPL","Northern Plains",-101.8953,48.35212,"Region_08",60.62663326,"Non-Urban","NATURAL",9.628716,673,10110101,"NLA_ND-10149",13.7242035875727,0.000249375312343828,0.0000259870064967516,0,0.0000181704760318214,0.00248459616985845,0.0000259870064967516,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",6.680881307,70.71783937,"Poor","Poor","Fair",NA
"73",73,2010249,"NLA17_TX-10011",1,"2017-06-14",5.59,0.0019,18.36,0.854,0.009,108.145,0.0109,"PROB","CPL","Coastal Plains",-94.12513,33.51618,"Region_06",421.0146851,"Urban","MAN_MADE",17.08974,83,11140201,"NLA_TX-10174",17.4622521082886,0.0000609695152423788,0.000000642535874919683,0.000000135646462483044,0.00000349150355087583,0.000465445462114904,0.000000778182337402727,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",6.41509434,30.98113208,"Poor","Fair","Fair",NA
"74",74,2010250,"NLA17_NV-10017",1,"2017-06-14",9.12,0.0119,3.64,0.833,0.028,157.17125,0.0399,"PROB","XER","Xeric",-118.2878,40.69659,"Region_09",3.445286158,"Non-Urban","MAN_MADE",4566.923,1260,16040108,"NLA_NV-10036",11.7198140879201,0.0000594702648675662,0.00000199900049975012,0.000000849575212393803,0.00000507433517472462,0.000759367194004996,0.00000284857571214393,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",0.835370291,2.17755468,"Poor","Fair","Good",NA
"75",75,2010251,"NLA17_NV-10079",1,"2017-06-13",5.25,0.0032,2.33,0.968,0.021,70.35,0.0242,"PROB","XER","Xeric",-119.4603,41.91589,"Region_09",1.350428309,"Non-Urban","MAN_MADE",29.42805,1765,17120008,"NLA_NV-10218",30.4270665094542,0.0000691083029913615,0.00000149925037481259,0.000000228457199971443,0.00000227127721858722,0.000437135720233139,0.00000172770757478404,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",0,0,"Fair","Poor","Good",NA
"76",76,2010252,"NLA17_DE-10005",1,"2017-06-14",3.31,2.5635,1.15,2.92,0.021,20.89,2.5845,"PROB","CPL","Coastal Plains",-75.38016,38.86695,"Region_03",7.976334799,"Urban","MAN_MADE",14.22161,2,2040207,"NLA_DE-10020",309.095896673697,0.000208467194973942,0.00000149925037481259,0.000183015635039623,0.000000674441806628103,0.000275603663613655,0.000184514885414436,"MESOTROPHIC (10-25 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",7.773268075,56.78444949,"Good","Poor","Good",NA
"77",77,2010253,"NLA17_TX-10008",1,"2017-06-15",10.53,0,155.6,2.523,0.043,282.59375,0.043,"PROB","CPL","Coastal Plains",-95.73801,33.06712,"Region_06",235.7987477,"Non-Urban","MAN_MADE",14.7144,149,12010003,"NLA_TX-10097",19.7425627139237,0.000180124223602484,0.00000306989362461626,0,0.00000912364955920586,0.00087676935886761,0.00000306989362461626,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",5.194936709,79.18987342,"Poor","Poor","Poor",NA
"78",78,2010254,"NLA17_KS-10010",1,"2017-06-15",5.81,0,5.41,0.751,0.017,38.42,0.017,"PROB","SPL","Southern Plains",-97.39951,37.65573,"Region_07",111.4684076,"Urban","MAN_MADE",7.757032,391,11030013,"NLA_KS-10076",43.2246419745768,0.000053616049118298,0.00000121367887484829,0,0.00000124040470132368,0.000483763530391341,0.00000121367887484829,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",76.683087028,0,"Fair","Fair","Good",NA
"79",79,2010255,"NLA17_NE-10032",1,"2017-06-15",17.3,0.0853,7.37,1.828,0.035,61.85125,0.1203,"HAND","SPL","Southern Plains",-102.0378,42.92186,"Region_07",0,"Non-Urban","NATURAL",59.10682,1058,10150003,"NLA_NE-10031",65.3546568371849,0.000130506175483687,0.00000249875062468766,0.00000608981223673877,0.00000199689175644837,0.00144046627810158,0.00000858856286142643,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",0.467544197,3.400321437,"Good","Good","Good","Y"
"80",80,2010256,"NLA17_OH-10001",1,"2017-06-14",5.18,5.3069,29.37,6.55,0.093,100.27125,5.3999,"PROB","TPL","Temperate Plains",-83.05952,40.36715,"Region_05",35.0676386,"Non-Urban","MAN_MADE",391.6293,277,5050005,"NLA_OH-10031",144.448720496044,0.000467623331191547,0.00000663953737417006,0.000378874848290141,0.00000323729645777205,0.000431307243963364,0.000385514385664311,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",10.787553017,72.878801811,"Poor","Poor","Poor",NA
"81",81,2010257,"NLA17_CA-10081",1,"2017-06-14",4.01,0.0201,1.41,0.385,0.008,8.25125,0.0281,"PROB","XER","Xeric",-121.836,37.6695,"Region_09",8.765044119,"Urban","MAN_MADE",26.98175,107,18050004,"NLA_CA-10200",103.178643060836,0.0000274862568715642,0.000000571142999928607,0.00000143499678732063,0.000000266394828000964,0.000333888426311407,0.00000200613978724923,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",83.706896557,0,"Good","Good","Good",NA
"82",82,2010258,"NLA17_NE-HP004",1,"2017-06-15",5.45,0.6164,6.12,0.564,0.02,35.115,0.6364,"HAND","SPL","Southern Plains",-103.116433,42.458365,"Region_07",0,"Non-Urban","MAN_MADE",617.2866,1220.42,10150002,"NLA_NE-10005",35.5169169282692,0.0000402655814949668,0.00000142785749982152,0.0000440065681444992,0.00000113370148586624,0.000453788509575354,0.0000454344256443207,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",0.953564693,6.122774449,"Fair","Good","Good","Y"
"83",83,2010259,"NLA17_UT-10008",1,"2017-06-15",3.44,0.0251,5.32,0.405,0.036,19.58375,0.0611,"PROB","WMT","Western Mountains",-111.5912,40.9061,"Region_08",29.11114712,"Non-Urban","MAN_MADE",266.0559,1738,16020102,"NLA_UT-10258",45.7307153595329,0.0000289141143713857,0.00000257014349967873,0.000001791961162276,0.000000632269015344811,0.000286427976686095,0.00000436210466195474,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",6.086758918,1.504646418,"Good","Fair","Poor",NA
"84",84,2010260,"NLA17_WI-10001",1,"2017-06-15",8.53,NA,75.4,1.12,NA,92.4,NA,"PROB","TPL","Temperate Plains",-89.2538,42.96456,"Region_05",5.778723434,"Urban","NATURAL",1293.361,256,7060005,"NLA_WI-10025",26.8037081009279,0.000079960019990005,NA,NA,0.00000298317007814441,0.000710241465445462,NA,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",27.791723295,52.05533104,"Poor","Fair","Poor",NA
"85",85,2010261,"NLA17_NC-10005",1,"2017-06-15",13.83,0.0033,22.31,0.856,0.011,44.585,0.0143,"PROB","CPL","Coastal Plains",-78.81672,35.22379,"Region_04",87.25645495,"Non-Urban","MAN_MADE",6.706105,47,3030004,"NLA_NC-10037",42.4554865108787,0.000061112300992361,0.000000785321624901835,0.00000023559648747055,0.00000143944413348559,0.00115154038301415,0.00000102091811237239,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",15.716612378,19.381107488,"Fair","Fair","Fair",NA
"86",86,2010262,"NLA17_MO-10001",1,"2017-06-15",5.81,0.0684,19.52,0.969,0.053,83.0125,0.1214,"PROB","TPL","Temperate Plains",-94.20671,37.80796,"Region_07",149.7191948,"Non-Urban","MAN_MADE",11.75486,253,10290105,"NLA_MO-10021",25.8124431243298,0.0000691796958663525,0.00000378382237452702,0.00000488327264938959,0.00000268009097523769,0.000483763530391341,0.00000866709502391661,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",3.780378038,61.656165617,"Poor","Fair","Fair",NA
"87",87,2010263,"NLA17_IL-HP001",1,"2017-06-15",12.52,0.0806,3.34,0.944,0.023,22.345,0.1036,"HAND","TPL","Temperate Plains",-88.226392,42.31778,"Region_05",0,"Urban","NATURAL",19.43267,223.9,7120003,"NLA_IL-10059",93.4201291967001,0.0000673948739915756,0.00000164203612479475,0.00000575426572428072,0.000000721417049741741,0.00104246461282265,0.00000739630184907546,"MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",5.795019157,6.27394636,"Good","Fair","Good","Y"
"88",88,2010264,"NLA17_SD-10004",1,"2017-06-15",8.29,0.0002,5.26,0.8,0.021,22.21375,0.0212,"PROB","TPL","Temperate Plains",-97.26411,45.44171,"Region_08",4.576582346,"Non-Urban","NATURAL",857.1951,564,10170201,"NLA_SD-10015",79.6373748089017,0.0000571142999928607,0.00000149925037481259,0.0000000142785749982152,0.000000717179592244376,0.000690258118234804,0.00000151352894981081,"MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",3.423967774,13.33577467,"Good","Good","Good",NA
"89",89,2010265,"NLA17_SD-10013",1,"2017-06-15",49.74,0.2422,19.36,7.475,3.273,1174.063,3.5152,"PROB","NPL","Northern Plains",-99.7759,45.55612,"Region_08",31.12546855,"Non-Urban","NATURAL",10.424,617,10130106,"NLA_SD-10108",14.0788967367943,0.000533661740558292,0.000233668879845791,0.0000172913543228386,0.0000379050823750699,0.00414154870940883,0.00025096023416863,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",0,0,"Poor","Poor","Poor",NA
"90",90,2010266,"NLA17_KS-10035",1,"2017-06-16",8.01,0.0005,230.8,3.845,0.019,429.58,0.0195,"PROB","SPL","Southern Plains",-97.73838,37.6423,"Region_07",722.9421449,"Non-Urban","MAN_MADE",1.654729,417,11030014,"NLA_KS-10092",19.7925211973686,0.000274505604340687,0.00000135646462483044,0.0000000356964374955379,0.000013869158032135,0.000666944213155704,0.00000139216106232598,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",12.21864952,32.15434084,"Poor","Poor","Poor",NA
"91",91,2010267,"NLA17_ND-10012",1,"2017-06-16",13.07,0.3774,17.12,1.268,0.016,30.2375,0.3934,"PROB","NPL","Northern Plains",-101.5346,48.00826,"Region_08",16.53898413,"Non-Urban","NATURAL",74.15216,620,10110101,"NLA_ND-10127",92.730414367526,0.0000905261654886842,0.00000114228599985721,0.000026943671021632,0.000000976229493916576,0.00108825978351374,0.0000280859570214893,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",4.520159001,48.733674046,"Good","Fair","Fair",NA
