UID,SITE_ID,YEAR,VISIT_NO,DATE_COL,LAT_DD83,LON_DD83,XCOORD,YCOORD,AG_ECO3_NM,AG_ECO9_NM,MISS_BASIN_NM,MAJ_BAS_NM,FS_EW,EPA_REG,STRAH_CAT,NARS_OWN,NRS13_EVAL,NRS13_MDC,NRS13_PNL,NRS13_SF,NRS13_STRA,NRS13_TNT,NRS13_URBN,NRS13_VST,WGT_EXT_SP,ANC_COND,ANC,DOC,PH,SAL_COND,COND,NTL_COND,NTL_UG_L,PTL_COND,PTL,BENT_MMI_COND,MMI_BENT,OE_SCORE,OE_COND,INSTRMCVR_COND,L_XFC_NAT,BEDSED_COND,LRBS_USE,RIPDIST_COND,W1_HALL,RIPVEG_COND,L_XCMGW,FISH_MMI_COND,MMI_FISH,ENT_1X_CCE_100ML,ENT_1X_STV_COND,MICX_COND,MICX_RESULT,MICX_MDL,MICX_RL,MICX_FLAG,HG_COND,MERCURY_RESULT,MERCURY_MDL,MERCURY_RL,MERCURY_FLAG,MERCURY_DATA_FLAG,MERCURY_COMMENT,PUBLICATION_DATE
1002054,MNSS-1171,2013,1,6/6/2013,44.94257,-93.02145,235400.9,836389.5,Plains and Lowlands,Upper Midwest,Upper Mississippi Region,Upper Mississippi Region,,Region_5,SmallStreams,Private,Target_Sampled,MN_SmallStreams_UMW,Base_NewSmallStreams,Include,MN,Target,Urban,1,2696.605533,None,2072.39,7.42,7.98,Fair,930,Fair,770,Poor,56,Fair,28.68,1.063484175,O/E>=0.9,Not Assessed,,Not Assessed,,Not Assessed,,Not Assessed,,Poor,13.38,552.8849671,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1002056,PAS9-0923,2013,1,6/10/2013,40.52159,-79.39899,1387532,460125.5,Eastern Highlands,Southern Appalachians,Ohio Region,Ohio-Tennessee Region,,Region_3,LargeStreams,Private,Target_Sampled,PA_Streams_PA_3rd,Base_09Stream,Include,PA,Target,NonUrban,1,1428.934493,None,2678.06,1.36,8.02,Fair,858,Poor,688,Poor,28,Poor,22.53,0.859302279,O/E<0.9,Good,-0.409441858,Fair,-0.576770591,Moderate,0.871245455,Fair,-0.142530437,Good,62.1,2733.843967,Above Human Health Threshold,<= 8 ug/L,0.366,,,,Not Assessed,36.1,0.695,3.85,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002057,NJS9-0909,2013,1,6/11/2013,41.11046,-74.84292,1748152,599974.3,Eastern Highlands,Southern Appalachians,,Mid-Atlantic Region,,Region_2,LargeStreams,State,Target_Sampled,NJ_Streams_NJ_3rd4t,Base_09Stream_RVT,Include,NJ,Target,NonUrban,2,959.3401185,None,479.48,4.13,7.28,Good,187.6,Fair,320,Poor,26,Poor,10.92,0.397556362,OE<0.5,Good,-0.273495069,Good,0.976886242,Low,0.128790909,Poor,-0.324554962,Poor,40.39,376.9702123,Below Human Health Threshold,<= 8 ug/L,0.163,,,,Not Assessed,190,0.813,4.5,,OW_1,Reason for setting as Not Assessed: Exclude - unknown length and species,4/29/2019
1002058,NER9-0904,2013,1,6/10/2013,40.79966,-98.43775,-203968.9,372385.7,Plains and Lowlands,Southern Plains,Lower Missouri Region,Missouri Region,,Region_7,RiversOther,Private,Target_Sampled,NE_Rivers_NE_7th+,Base_09River,Include,NE,Target,NonUrban,1,272.3531412,None,4196.22,2.94,,Good,883,Poor,1220,Poor,150,Fair,24.17,0.101868389,OE<0.5,Good,-1.037071311,Good,-1.774837378,Moderate,0.742445455,Poor,-0.749136614,Not Assessed,,139.4330424,Below Human Health Threshold,<= 8 ug/L,0.146,,0.15,L,Not Assessed,,,,,,,4/29/2019
1002059,AZRM-1002,2013,1,6/8/2013,35.9166,-113.3347,-1541787,-36380.51,West,Xeric,,Lower Colorado Region,,Region_9,RiversMajor,Private,Target_Sampled,AZ_RiversMajor_XER,Base_NewRiversMajor,Include,AZ,Target,NonUrban,1,222.8968283,None,2630.27,2.94,8.14,Fair,838,Good,251,Fair,54,Fair,44.73,0.253408979,OE<0.5,Good,-0.214670165,Not Assessed,,Low,0,Fair,-0.453401258,Not Assessed,,,Below Human Health Threshold,<= 8 ug/L,0.116,,0.15,L,Does Not Exceed 300 ng Hg/g ww,23.1,1.68,9.33,,,,4/29/2019
1002060,MDRM-1003,2013,1,6/11/2013,39.44732,-78.97643,1443923,347932.7,Eastern Highlands,Southern Appalachians,,Mid-Atlantic Region,,Region_3,RiversMajor,Private,Target_Sampled,MD_RiversMajor_SAP,Base_NewRiversMajor,Include,MD,Target,Urban,1,122.3564205,None,817.64,6.97,7.67,Fair,524,Poor,583,Poor,40,Poor,28.18,0.63810124,O/E<0.8,Good,-0.312227896,Good,0.465742647,High,1.701342857,Good,0.232129428,Fair,51.71,1679.024639,Above Human Health Threshold,<= 8 ug/L,0.15,,,,Does Not Exceed 300 ng Hg/g ww,9.04,1.6,8.83,,,,4/29/2019
1002061,NVRM-1001,2013,1,6/10/2013,36.73991,-114.206,-1600799,68635.97,West,Xeric,,Lower Colorado Region,,Region_9,RiversMajor,BLM,Target_Sampled,NV_RiversMajor_XER,Base_NewRiversMajor,Include,NV,Target,NonUrban,1,130.2523488,None,2850.82,1.06,8.04,Poor,3140,Good,130,Fair,55,Poor,18.55,0.673146736,O/E<0.8,Poor,-1.256062854,Poor,-3.356443087,High,1.923919913,Poor,-0.996069706,Not Assessed,,112.0428883,Below Human Health Threshold,<= 8 ug/L,0.213,,,,Not Assessed,,,,,,,4/29/2019
1002062,OKR9-0909,2013,1,6/11/2013,34.59159,-99.02375,-275108.9,-321294.2,Plains and Lowlands,Southern Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_6,RiversOther,Private,Target_Sampled,OK_Rivers_OK_5th,Base_09River,Include,OK,Target,NonUrban,1,214.3522246,None,3664.29,15.59,7.83,Good,472,Poor,3410,Poor,829,Poor,20.17,1.171862349,O/E>=0.9,Good,-0.899942911,Fair,-2.632481163,Moderate,0.6667,Good,-0.225317178,Poor,36.51,358.2155499,Below Human Health Threshold,<= 8 ug/L,0.268,,,,Does Not Exceed 300 ng Hg/g ww,83,5.71,31.6,,,,4/29/2019
1002063,OKS9-0931,2013,1,6/10/2013,34.83934,-98.306,-209147.8,-295421.5,Plains and Lowlands,Southern Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_6,SmallStreams,Private,Target_Sampled,OK_Streams_OK_1st2n,Base_09Stream_RVT,Include,OK,Target,NonUrban,1,948.2264719,None,4317.34,14.74,7.8,Fair,1072,Poor,2433,Poor,1082,Poor,16.57,0.653995693,O/E<0.8,Fair,-0.862415739,Fair,-1.741483939,Moderate,0.969713636,Good,0.078275522,Poor,36,5005.486483,Above Human Health Threshold,<= 8 ug/L,0.127,,0.15,L,Not Assessed,,,,,,,4/29/2019
1002064,NELS-1074,2013,1,6/11/2013,40.84166,-99.74438,-313063.1,380641.6,Plains and Lowlands,Southern Plains,Lower Missouri Region,Missouri Region,,Region_7,LargeStreams,Private,Target_Sampled,NE_LargeStreams_SPL,Base_NewLargeStreams,Include,NE,Target,NonUrban,1,538.9521536,None,4176.238,3.93,,Good,825,Fair,970,Fair,110,Poor,19.45,0.978177993,O/E>=0.9,Good,-0.457627316,Poor,-2.846839034,Moderate,0.886381818,Poor,-1.485090181,Poor,30.02,714.7424878,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1002065,PALS-1090,2013,1,6/11/2013,41.51621,-79.32288,1374384,570897.2,Eastern Highlands,Northern Appalachians,Ohio Region,Ohio-Tennessee Region,,Region_3,LargeStreams,DOD,Target_Sampled,PA_LargeStreams_NAP,Base_NewLargeStreams,Include,PA,Target,NonUrban,1,552.2456821,None,173.31,2.93,6.91,Good,50.6,Good,344,Poor,59,Good,74.75,1.230014179,O/E>=0.9,Good,-0.380053345,Good,-0.029596719,Low,0,Good,0.061897786,Good,60.61,1483.923155,Above Human Health Threshold,<= 8 ug/L,0.121,,0.15,L,Does Not Exceed 300 ng Hg/g ww,10,0.84,4.65,,,,4/29/2019
1002066,KSRS-1340,2013,1,6/10/2013,38.43482,-95.74648,21921.85,104804.9,Plains and Lowlands,Temporate Plains,Lower Missouri Region,Missouri Region,,Region_7,LargeStreams,Private,Target_Sampled,KS_RiverStream,Base_NewRiverStream,Include,KS,Target,NonUrban,1,341.4498869,None,1617.52,7.05,7.65,Good,234,Poor,2053,Poor,257,Poor,13.3,0.612716113,O/E<0.8,Good,-0.706938935,Good,-0.415253556,Moderate,1.121268182,Good,-0.073388102,Fair,53.27,3837.154342,Above Human Health Threshold,<= 8 ug/L,0.102,,0.15,L,Does Not Exceed 300 ng Hg/g ww,133,0.821,4.55,,,,4/29/2019
1002067,NDSS-1103,2013,1,6/11/2013,46.31488,-101.6123,-433050.9,997798.4,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,SmallStreams,Private,Target_Sampled,ND_SmallStreams_NPL,Base_NewSmallStreams,Include,ND,Target,NonUrban,1,9.668737576,None,7141.15,18.49,7.94,Poor,2650,Poor,1383,Fair,66,Poor,15.65,0.63031576,O/E<0.8,Poor,-1.293204657,Poor,-2.88647484,High,1.863654545,Poor,-2,Poor,33.48,558.7630844,Below Human Health Threshold,<= 8 ug/L,0.128,,0.15,L,Not Assessed,,,,,,,4/29/2019
1002068,TXSS-1216,2013,1,6/12/2013,32.78727,-96.87091,-81097.11,-526857.5,Plains and Lowlands,Southern Plains,,Rio Grande-Texas-Gulf Region,,Region_6,SmallStreams,Private,Target_Sampled,TX_SmallStreams_SPL,Base_NewSmallStreams,Include,TX,Target,Urban,1,219.9249634,None,2785.47,4.82,7.82,Good,474,Fair,816,Poor,186,Fair,28.08,0.94297497,O/E>=0.9,Poor,-1.837272689,Good,-0.045788269,High,3.40165,Poor,-1.139661993,Poor,37.76,1940.807933,Above Human Health Threshold,<= 8 ug/L,0.447,,,,Not Assessed,23.6,0.7,3.88,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002069,TXS9-0928,2013,1,6/11/2013,33.75841,-97.29398,-119014.2,-417994.9,Plains and Lowlands,Southern Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_6,SmallStreams,Private,Target_Sampled,TX_Streams_TX_2nd,Base_09Stream,Include,TX,Target,NonUrban,2,369.9866702,None,4732.57,2.93,7.93,Good,465,Good,236,Good,42,Fair,31.85,1.119607026,O/E>=0.9,Good,-0.647817482,Good,0.108520647,Low,0.272740909,Fair,-0.317629257,Good,55.14,381.165756,Below Human Health Threshold,<= 8 ug/L,0.139,,0.15,L,Not Assessed,375,7.62,42.2,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002070,KSR9-0906,2013,1,6/11/2013,37.39754,-95.67977,28081.58,-11435.64,Plains and Lowlands,Temporate Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_7,RiversOther,Private,Target_Sampled,KS_Rivers_KS_4th5th,Base_09River,Include,KS,Target,NonUrban,1,300.6680811,None,2496.34,4.99,7.89,Good,306,Fair,1036,Fair,126,Good,56.73,1.405491771,O/E>=0.9,Poor,-0.958607315,Good,0.089271566,High,1.651545455,Good,-0.153634768,Fair,48.88,103.9620286,Below Human Health Threshold,<= 8 ug/L,0.187,,,,Does Not Exceed 300 ng Hg/g ww,203,3.96,21.9,H,LAB_1,This sample was analyzed outside of the recommended holding time.,4/29/2019
1002072,PAS9-0922,2013,1,6/12/2013,41.65698,-78.61148,1429502,596894.5,Eastern Highlands,Northern Appalachians,Ohio Region,Ohio-Tennessee Region,,Region_3,SmallStreams,Private,Target_Sampled,PA_Streams_PA_2nd,Base_09Stream,Include,PA,Target,NonUrban,1,694.201007,None,33.82,2.43,6.17,Good,36.5,Good,249,Good,12,Fair,50.98,1.074700044,O/E>=0.9,Good,-0.335101728,Good,-0.216272174,Low,0.181827273,Good,-0.019789969,Good,62.64,189.5619561,Below Human Health Threshold,<= 8 ug/L,0.138,,0.15,L,Not Assessed,124,0.775,4.29,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002073,MNS9-0933,2013,1,6/11/2013,44.51765,-94.02858,156339.1,786851.7,Plains and Lowlands,Upper Midwest,Upper Mississippi Region,Upper Mississippi Region,,Region_5,SmallStreams,State,Target_Sampled,MN_Streams_MN_2nd,Base_09Stream,Include,MN,Target,NonUrban,1,769.9051025,None,4183.82,6.02,8.12,Fair,732,Poor,19100,Poor,156,Fair,26.78,1.040887761,O/E>=0.9,Good,-0.412039727,Good,-0.626089212,Low,0.299932619,Fair,-0.142530437,Poor,22.5,376.7085809,Below Human Health Threshold,<= 8 ug/L,0.151,,,,Not Assessed,77.1,0.945,5.24,,OW_1,Reason for setting as Not Assessed: Exclude - unknown length and species,4/29/2019
1002074,NJR9-0902,2013,1,6/12/2013,40.5089,-74.46615,1793889,541319.2,Eastern Highlands,Southern Appalachians,,Mid-Atlantic Region,,Region_2,RiversMajor,Private,Target_Sampled,NJ_Rivers_NJ_6th+,Base_09River_RVT,Include,NJ,Target,Urban,2,22.93256012,None,771.46,6.02,7.38,Good,189.4,Poor,1341,Poor,156,Poor,7.4,0.457850542,OE<0.5,Good,-0.060934793,Poor,-2.469051498,High,3.723535,Good,0.000394634,Poor,25.78,836.5826679,Below Human Health Threshold,<= 8 ug/L,0.115,,0.15,L,Exceeds 300 ng Hg/g ww,346,2.45,13.6,H,LAB_1,This sample was analyzed outside of the recommended holding time.,4/29/2019
1002075,OKRO-1089,2013,1,6/12/2013,34.88904,-99.37742,-306091,-286959.9,Plains and Lowlands,Southern Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_6,RiversOther,Private,Target_Sampled,OK_RiversOther_WPT,Base_NewRiversOther,Include,OK,Target,NonUrban,1,581.3130512,None,1871.73,10.82,7.61,Poor,43220,Poor,2168,Fair,83,Poor,4.03,0.381715899,OE<0.5,Fair,-1.190134333,Good,-1.101286567,Moderate,1.257581818,Good,-0.115951666,Not Assessed,,1367.57754,Above Human Health Threshold,<= 8 ug/L,0.224,,,,Not Assessed,,,,,,,4/29/2019
1002076,VTR9-0901,2013,1,6/11/2013,42.79337,-72.52477,1889949,827453,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,RiversMajor,Private,Target_Sampled,VT_Rivers_VT_6th,Base_09River_RVT,Include,VT,Target,NonUrban,2,4.172849309,None,489.01,3.42,7.34,Good,90.2,Good,250,Fair,23,Poor,11.58,0.596597239,O/E<0.8,Good,-0.401906196,Poor,-3.360653216,Moderate,1.121245455,Fair,-0.084264487,Poor,20.79,1983.581227,Above Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,313,3.36,18.6,H,LAB_1,This sample was analyzed outside of the recommended holding time.,4/29/2019
1002079,NDLS-1055,2013,1,6/12/2013,46.27863,-100.2429,-327644.9,988303.6,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,LargeStreams,Private,Target_Sampled,ND_LargeStreams_NPL,Base_NewLargeStreams,Include,ND,Target,NonUrban,1,95.81618452,None,7419.48,6.13,8.12,Fair,1403,Fair,631,Poor,202,Good,58.57,1.054192268,O/E>=0.9,Good,-0.422299355,Fair,-2.29904108,High,2.59855,Good,-0.618556717,Fair,44.66,511.7234543,Below Human Health Threshold,<= 8 ug/L,0.123,,0.15,L,Does Not Exceed 300 ng Hg/g ww,50.4,0.714,3.95,,,,4/29/2019
1002080,COS9-0934,2013,1,6/11/2013,38.06736595,-105.08476,-788280.622,101295.907,West,Western Mountains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_8,LargeStreams,Private,Target_Sampled,CO_Streams_CO_3rd,Base_09Stream,Include,CO,Target,NonUrban,1,399.2024822,None,1015.91,3.01,7.74,Good,143.4,Good,131,Poor,56,Fair,36.85,0.945336196,O/E>=0.9,Poor,-0.958607315,Poor,-1.368496762,High,1.5,Poor,-0.474955193,Poor,64.1,807.0699464,Below Human Health Threshold,<= 8 ug/L,0.117,,0.15,L,Not Assessed,,,,,,,4/29/2019
1002081,CAR9-0902,2013,1,5/29/2013,34.35671322,-119.0198808,-2080635.698,-98699.839,West,Xeric,,California Region,,Region_9,SmallStreams,Private,Target_Sampled,CA_Rivers_CA_6th,Base_09River,Include,CA,Target,Urban,1,141.5593765,None,5050,1.92,8.01,Poor,1567,Poor,2250,Good,27.3,Poor,30.9,0.630797325,O/E<0.8,Fair,-0.848268086,Fair,-1.318235909,Low,0.242436364,Good,0.041302946,Not Assessed,,333.1531445,Below Human Health Threshold,<= 8 ug/L,0.237,,,,Not Assessed,,,,,,,4/29/2019
1002082,TXS9-0936,2013,1,6/13/2013,32.77924,-96.55449,-51638.24,-527974.6,Plains and Lowlands,Southern Plains,,Rio Grande-Texas-Gulf Region,,Region_6,SmallStreams,Private,Target_Sampled,TX_Streams_TX_1st,Base_09Stream,Include,TX,Target,NonUrban,1,579.6672173,None,3696.02,7.83,8.03,Good,474,Fair,926,Fair,109,Good,43.6,1.121429958,O/E>=0.9,Good,-0.570100974,Good,-0.436797467,Moderate,0.954581818,Good,-0.20034622,Fair,42.65,1152.478848,Below Human Health Threshold,<= 8 ug/L,0.197,,,,Not Assessed,76.4,0.912,5.05,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002083,MNS9-0934,2013,1,6/12/2013,44.40724,-93.61883,189134.6,775298.9,Plains and Lowlands,Upper Midwest,Upper Mississippi Region,Upper Mississippi Region,,Region_5,SmallStreams,Private,Target_Sampled,MN_Streams_MN_1st,Base_09Stream,Include,MN,Target,NonUrban,1,1469.694519,None,3052.65,12.5,7.85,Good,395,Poor,6500,Poor,110,Poor,13.28,0.485788783,OE<0.5,Poor,-1.765916798,Not Assessed,,Moderate,0.857142857,Poor,-1.765916798,Poor,0,801.9692269,Below Human Health Threshold,<= 8 ug/L,0.635,,,,Not Assessed,,,,,,,4/29/2019
1002084,MNSS-1175,2013,1,6/13/2013,44.17742,-95.60563,31434.42,747380.6,Plains and Lowlands,Temporate Plains,Upper Mississippi Region,Upper Mississippi Region,,Region_5,SmallStreams,Private,Target_Sampled,MN_SmallStreams_TPL,Base_NewSmallStreams,Include,MN,Target,NonUrban,1,2720.397965,None,4065.27,3.95,8.14,Fair,1246,Poor,22563,Fair,93,Poor,16.7,0.781778393,O/E<0.8,Good,-0.381951903,Good,-0.602539991,Moderate,1.3334,Poor,-1.026452336,Poor,42.51,775.7728464,Below Human Health Threshold,<= 8 ug/L,0.145,,0.15,L,Not Assessed,70.5,0.894,4.95,,OW_1,Reason for setting as Not Assessed: Exclude - unknown length and species,4/29/2019
1002085,COR9-0903,2013,1,6/13/2013,37.60461992,-103.6059701,-664414.02,38327.278,Plains and Lowlands,Southern Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,West,Region_8,RiversOther,USFS,Target_Sampled,CO_Rivers_CO_5th,Base_09River,Include,CO,Target,NonUrban,1,125.3479396,None,3938.54,4.54,8,Poor,4330,Good,440,Good,33,Poor,15.98,0.845234819,O/E<0.9,Not Assessed,,Not Assessed,,Not Assessed,,Not Assessed,,Poor,39.42,,Below Human Health Threshold,<= 8 ug/L,0.192,,,,Not Assessed,,,,,,,4/29/2019
1002086,COS9-0926,2013,1,6/14/2013,39.63865572,-102.1136539,-519599.742,256419.837,Plains and Lowlands,Southern Plains,Lower Missouri Region,Missouri Region,,Region_8,LargeStreams,Private,Target_Sampled,CO_Streams_CO_4th,Base_09Stream,Include,CO,Target,NonUrban,1,88.71284379,None,5676.53,4.06,8.45,Good,620,Poor,1513,Poor,147,Good,39.32,0.944996151,O/E>=0.9,Not Assessed,,Not Assessed,,Not Assessed,,Not Assessed,,Poor,38.8,1235.556695,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1002088,COS9-0929,2013,1,6/16/2013,39.54923086,-105.1317434,-776409.766,267010.598,West,Western Mountains,Lower Missouri Region,Missouri Region,,Region_8,LargeStreams,Local Government,Target_Sampled,CO_Streams_CO_3rd,Base_09Stream,Include,CO,Target,NonUrban,1,399.2024822,None,2300.14,4.76,7.98,Fair,800,Poor,288,Fair,25,Poor,7.75,0.557819146,O/E<0.8,Not Assessed,,Not Assessed,,Not Assessed,,Not Assessed,,Poor,33.05,163.9413214,Below Human Health Threshold,<= 8 ug/L,0.15,,,,Not Assessed,,,,,,,4/29/2019
1002089,VTRS-1007,2013,1,6/17/2013,44.43994,-72.71384,1830461,1001962,Eastern Highlands,Northern Appalachians,,Mid-Atlantic Region,,Region_1,LargeStreams,Private,Target_Sampled,VT_RiverStream_NAP,Base_NewRiverStream2,Include,VT,Target,NonUrban,1,359.1167318,None,379.86,1.84,7.65,Good,97.8,Good,340,Good,11,Good,79.12,1.058963241,O/E>=0.9,Good,-0.499189902,Good,-0.200405876,High,2.204622727,Poor,-0.521564691,Good,59.86,309.1541256,Below Human Health Threshold,<= 8 ug/L,0.102,,0.15,L,Not Assessed,,,,,,,4/29/2019
1002090,MDRO-1018,2013,1,6/17/2013,39.43248,-77.37975,1578013,371685.4,Eastern Highlands,Southern Appalachians,,Mid-Atlantic Region,,Region_3,RiversOther,Private,Target_Sampled,MD_RiversOther_SAP,Base_NewRiversOther,Include,MD,Target,Urban,1,46.46700255,None,1720.8,3.79,8.03,Good,304,Poor,2738,Poor,122,Fair,34.98,0.994825542,O/E>=0.9,Good,-0.306193137,Good,0.633477853,Moderate,1.107524892,Good,0.214723462,Poor,40.45,507.6211479,Below Human Health Threshold,<= 8 ug/L,0.231,,,,Does Not Exceed 300 ng Hg/g ww,108,0.864,4.78,,,,4/29/2019
1002092,GAS9-0922,2013,1,6/18/2013,34.36679167,-85.08705529,993754.27,-293687.836,Eastern Highlands,Southern Appalachians,,South-Atlantic Region,,Region_4,SmallStreams,Private,Target_Sampled,GA_Streams_GA_1st,Base_09Stream,Include,GA,Target,NonUrban,1,1483.552107,None,868.73,5.32,7.91,Good,115.2,Fair,398,Poor,41,Fair,31.98,0.840819464,O/E<0.9,Good,0.098800993,Fair,-1.655679902,Moderate,0.515172727,Good,0.000887423,Poor,42.71,10352.66078,Above Human Health Threshold,<= 8 ug/L,0.122,,0.15,L,Not Assessed,,,,,,,4/29/2019
1002093,NDR9-0907,2013,1,6/18/2013,46.79972,-101.1068,-391203.8,1049248,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,RiversOther,Private,Target_Sampled,ND_Rivers_ND_5th,Base_09River,Include,ND,Target,NonUrban,1,115.4155937,None,6788.34,19.19,8.67,Poor,2250,Poor,1409,Good,56,Fair,56.2,1.296363268,O/E>=0.9,Good,-0.258248713,Good,-0.622059602,Moderate,1.085548701,Good,-0.494541683,Good,51.95,691.7585007,Below Human Health Threshold,<= 8 ug/L,0.182,,,,Does Not Exceed 300 ng Hg/g ww,162,1.68,9.29,,,,4/29/2019
1002095,MNR9-0912,2013,1,6/18/2013,45.23426,-93.49636,196434.9,867583.2,Plains and Lowlands,Upper Midwest,Upper Mississippi Region,Upper Mississippi Region,,Region_5,RiversMajor,NPS,Target_Sampled,MN_Rivers_MN_7th+,Base_09River,Include,MN,Target,Urban,1,42.65759083,None,2786.04,12.59,8.28,Good,302,Poor,1125,Poor,79,Fair,30.47,0.674747319,O/E<0.8,Good,-0.713693262,Not Assessed,,Moderate,1.333366667,Good,0.096040554,Poor,19.84,2422.788281,Above Human Health Threshold,<= 8 ug/L,0.139,,0.15,L,Does Not Exceed 300 ng Hg/g ww,135,3.15,17.4,,,,4/29/2019
1002097,MDRO-1015,2013,1,6/18/2013,39.26903,-77.44567,1576052,352621.9,Eastern Highlands,Southern Appalachians,,Mid-Atlantic Region,,Region_3,RiversOther,Private,Target_Sampled,MD_RiversOther_SAP,Base_NewRiversOther,Include,MD,Target,NonUrban,1,46.46700255,None,1750.62,3.24,8.16,Good,353,Poor,2850,Poor,107,Fair,39.78,0.842427894,O/E<0.9,Good,-0.284756577,Fair,-0.053506917,Moderate,0.757595455,Good,0.216525765,Not Assessed,,581.2933055,Below Human Health Threshold,<= 8 ug/L,0.167,,,,Does Not Exceed 300 ng Hg/g ww,208,0.981,5.43,,,,4/29/2019
1002098,KYS9-0919,2013,1,6/18/2013,38.62014,-85.41854,910765.4,176304.6,Eastern Highlands,Southern Appalachians,Ohio Region,Ohio-Tennessee Region,,Region_4,SmallStreams,Private,Target_Sampled,KY_Streams_KY_2nd,Base_09Stream_RVT,Include,KY,Target,NonUrban,2,697.7714592,None,4742.39,1.21,8.19,Good,499,Fair,315,Poor,33,Poor,15,0.466622719,OE<0.5,Good,-0.152932367,Fair,-0.841673782,Moderate,0.787904545,Good,-0.059800568,Fair,51.17,672.0624936,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,77.6,0.931,5.15,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002099,KSR9-0904,2013,1,6/17/2013,39.42728,-98.53949,-216587.7,218905.9,Plains and Lowlands,Southern Plains,Lower Missouri Region,Missouri Region,,Region_7,RiversOther,Private,Target_Sampled,KS_Rivers_KS_4th5th,Base_09River_RVT,Include,KS,Target,NonUrban,2,253.2023645,None,4249.19,5.74,8.46,Fair,1150,Poor,2580,Poor,403,Good,37.4,0.869612215,O/E<0.9,Good,-0.771879741,Fair,-2.224297661,Moderate,0.454568182,Good,-0.337242168,Fair,39.79,1443.349806,Above Human Health Threshold,<= 8 ug/L,0.267,,,,Does Not Exceed 300 ng Hg/g ww,172,1.75,9.69,,,,4/29/2019
1002100,OKR9-0905,2013,1,6/18/2013,35.53,-99.13021,-281333.5,-216037.3,Plains and Lowlands,Southern Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_6,RiversMajor,Private,Target_Sampled,OK_Rivers_OK_6th,Base_09River,Include,OK,Target,NonUrban,1,187.9128386,None,3223.39,8.81,8.04,Poor,2270,Poor,1686,Poor,246,Fair,28.15,0.703455461,O/E<0.8,Good,-0.766081332,Poor,-2.542185362,Moderate,1.196990909,Good,-0.173777904,Poor,31.77,683.1899245,Below Human Health Threshold,<= 8 ug/L,0.299,,,,Does Not Exceed 300 ng Hg/g ww,85.5,6.25,34.6,,,,4/29/2019
1002102,OHS9-0919,2013,1,6/18/2013,40.37315,-81.21327,1239771,418643.7,Eastern Highlands,Southern Appalachians,Ohio Region,Ohio-Tennessee Region,,Region_5,SmallStreams,Private,Target_Sampled,OH_Streams_OH_1st,Base_09Stream,Include,OH,Target,NonUrban,1,1232.438237,None,1846.59,3.15,7.74,Good,469,Poor,813,Poor,138,Poor,0,0.143295943,OE<0.5,Poor,-0.892173573,Fair,-1.404254243,Moderate,1.257631818,Poor,-0.624752178,Poor,32.49,1295.950576,Above Human Health Threshold,<= 8 ug/L,0.307,,,,Not Assessed,,,,,,,4/29/2019
1002103,ALSS-1063,2013,1,6/19/2013,33.35583,-86.60633,867041.7,-420883.5,Eastern Highlands,Southern Appalachians,,South-Atlantic Region,,Region_4,SmallStreams,Private,Target_Sampled,AL_SmallStreams_SAP,Base_NewSmallStreams,Include,AL,Target,NonUrban,1,3456.121787,None,326.24,1.95,7.18,Good,44.5,Good,218,Poor,45,Poor,20.03,0.770644633,O/E<0.8,Good,-0.706938935,Fair,-1.019878556,Moderate,0.878827273,Fair,-0.219551758,Fair,50.36,2028.193677,Above Human Health Threshold,<= 8 ug/L,0.138,,0.15,L,Not Assessed,693,9.31,51.5,,OW_1,Reason for setting as Not Assessed: Exclude - unknown length and species,4/29/2019
